Price_Total,Area,Price_Meter,Rooms,Floor_Live,Floor_Total,Zone,Neighborhood,Distance,Time
452730000,154.9,2922724,3,12,14,ЦАО,Якиманка,0.0,7.0
451462400,306.7,1472000,4,19,21,ЦАО,Пресненский район,4.3,8.0
451462400,306.7,1472000,4,19,21,ЦАО,Пресненский район,4.3,9.0
450975000,180.4,2500000,6,9,9,ЦАО,Якиманка,0.0,5.0
448704380,166.3,2698162,3,6,6,ЦАО,Тверской район,0.0,5.0
448120000,135.4,3309601,2,13,14,ЦАО,Якиманка,0.0,7.0
442810000,204.0,2170637,3,3,6,ЦАО,Хамовники,0.0,6.0
442810000,204.0,2170637,3,3,6,ЦАО,Хамовники,0.0,6.0
437370000,156.4,2796483,3,11,14,ЦАО,Якиманка,0.0,7.0
432670000,201.8,2144054,4,5,6,ЦАО,Басманный район,0.0,8.0
430820000,215.4,2000000,6,9,9,ЦАО,Якиманка,0.0,5.0
430130000,252.0,1706865,4,2,14,ЦАО,Якиманка,0.0,7.0
427833483,171.3,2497568,3,5,6,ЦАО,Тверской район,0.0,5.0
421460000,162.2,2598397,3,10,14,ЦАО,Якиманка,0.0,7.0
416950000,170.4,2446890,3,4,8,ЦАО,Якиманка,0.0,7.0
415550000,160.8,2584266,3,11,14,ЦАО,Якиманка,0.0,7.0
411780000,156.0,2639615,3,9,14,ЦАО,Якиманка,0.0,7.0
407910000,154.7,2636781,3,10,14,ЦАО,Якиманка,0.0,7.0
406780000,120.4,3378571,2,8,14,ЦАО,Якиманка,0.0,7.0
406260000,199.8,2033333,4,4,14,ЦАО,Якиманка,0.0,7.0
406150000,123.4,3291329,2,7,14,ЦАО,Якиманка,0.0,7.0
405980000,171.0,2374152,3,4,14,ЦАО,Якиманка,0.0,7.0
399430000,152.3,2622653,3,6,8,ЦАО,Якиманка,0.0,7.0
399300000,180.4,2213415,4,5,6,ЦАО,Басманный район,0.0,8.0
399000000,375.0,1064000,6,13,13,ЦАО,Арбат,0.0,10.0
395440000,202.5,1952790,4,4,14,ЦАО,Якиманка,0.0,7.0
391320000,164.0,2386098,3,3,14,ЦАО,Якиманка,0.0,7.0
390600000,248.0,1575000,4,20,21,ЦАО,Пресненский район,4.3,7.0
390600000,248.0,1575000,4,20,21,ЦАО,Пресненский район,4.3,9.0
388470000,170.7,2275747,3,3,8,ЦАО,Якиманка,0.0,7.0
386950000,154.3,2507777,3,8,14,ЦАО,Якиманка,0.0,7.0
386072000,419.6,920095,5,52,53,ЗАО,Раменки,6.8,25.0
377410000,125.3,3012051,3,9,14,ЦАО,Якиманка,0.0,7.0
369078500,310.1,1190000,5,6,6,ЦАО,Хамовники,0.0,12.0
368970000,110.2,3348185,2,6,8,ЦАО,Якиманка,0.0,7.0
368280000,125.2,2941534,3,8,14,ЦАО,Якиманка,0.0,7.0
367500000,118.2,3109137,2,7,14,ЦАО,Якиманка,0.0,7.0
365170000,152.4,2396129,3,5,8,ЦАО,Якиманка,0.0,7.0
362250000,161.9,2237492,3,3,14,ЦАО,Якиманка,0.0,7.0
359580000,123.7,2906871,2,4,6,ЦАО,Хамовники,0.0,6.0
359580000,123.7,2906871,2,4,6,ЦАО,Хамовники,0.0,6.0
359100000,239.4,1500000,4,21,21,ЦАО,Басманный район,0.0,5.0
359100000,239.4,1500000,4,21,21,ЦАО,Басманный район,0.0,5.0
358050000,156.0,2295192,1,3,5,ЦАО,Тверской район,0.0,3.0
357136000,210.1,1700000,6,8,9,ЦАО,Якиманка,0.0,5.0
356200000,178.1,2000000,6,9,9,ЦАО,Якиманка,0.0,5.0
355000000,260.0,1365385,4,30,32,ЗАО,Дорогомилово,6.4,14.0
354970000,143.4,2476247,3,4,5,ЦАО,Тверской район,0.0,3.0
350300000,161.8,2165019,3,8,14,ЦАО,Якиманка,0.0,7.0
350018361,135.4,2585069,3,5,6,ЦАО,Тверской район,0.0,5.0
349810000,174.0,2010402,4,16,18,ЦАО,Хамовники,4.0,17.0
349560000,174.8,2000000,6,8,9,ЦАО,Якиманка,0.0,5.0
349400000,125.0,2795200,3,6,14,ЦАО,Якиманка,0.0,7.0
345730000,160.4,2155424,3,9,14,ЦАО,Якиманка,0.0,7.0
341820000,123.1,2776767,2,5,14,ЦАО,Якиманка,0.0,7.0
338660000,170.5,1986276,3,2,8,ЦАО,Якиманка,0.0,7.0
335500000,179.5,1869081,4,4,6,ЦАО,Басманный район,0.0,8.0
334010000,152.4,2191667,3,4,8,ЦАО,Якиманка,0.0,7.0
